skill_id,name,domain,phase,priority_score,current_risk,target_risk,category,effort_hours,strategy,status,assigned_to,path
scientific/torchdrug,torchdrug,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/torchdrug
scientific/hypothesis-generation,hypothesis-generation,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/hypothesis-generation
scientific/aeon,aeon,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/aeon
scientific/astropy,astropy,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/astropy
scientific/chembl-database,chembl-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/chembl-database
scientific/clinicaltrials-database,clinicaltrials-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/clinicaltrials-database
scientific/ena-database,ena-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/ena-database
scientific/pennylane,pennylane,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pennylane
scientific/pufferlib,pufferlib,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pufferlib
scientific/pymoo,pymoo,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pymoo
scientific/pdb-database,pdb-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pdb-database
scientific/opentargets-database,opentargets-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/opentargets-database
scientific/peer-review,peer-review,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/peer-review
scientific/cellxgene-census,cellxgene-census,scientific,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/scientific/cellxgene-census
prodops_documentation_health,Documentation Health Monitor,product_ops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/product_ops/documentation_health
devex_support_deflector,Developer Support Deflector,devex,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/devex/support_deflector
support_kb_gap_finder,Knowledge Base Gap Finder,support_ops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/support_ops/support_kb_gap_finder
support_bug_linker,Bug Report Linker,support_ops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/support_ops/support_bug_linker
finops_magic_number,Magic Number Calculator,finops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/finops/magic_number
skene_analyze_product_overview,Product Overview Extractor,skene,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/skene/skene_analyze_product_overview
vcf_value_metrics,Value Creation Metrics,vcf,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/vcf/vcf_value_metrics
data_cohort_builder,Cohort Builder,data_ops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/data_ops/data_cohort_builder
data_attribution_modeler,Attribution Model Builder,data_ops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/data_ops/data_attribution_modeler
marketing_lead_pipeline_organizer,lead-pipeline-organizer,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/research/lead_pipeline_organizer
marketing_social_listening_analyzer,social-listening-analyzer,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/research/social_listening_analyzer
marketing_competitive_ads_extractor,competitive-ads-extractor,marketing,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/research/competitive_ads_extractor
marketing_lead_research_assistant,lead-research-assistant,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/research/lead_research_assistant
marketing_skill_share,skill-share,marketing,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/tools/skill_share
marketing_domain_name_brainstormer,domain-name-brainstormer,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/tools/domain_name_brainstormer
marketing_changelog_generator,changelog-generator,marketing,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/content/changelog_generator
marketing_ab_test_setup,ab-test-setup,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/cro/ab_test_setup
marketing_paid_ads,paid-ads,marketing,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/outreach/paid_ads
marketing_objective_context_builder,objective-context-builder,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/strategy/objective_context_builder
marketing_objective_strategist,objective-strategist,marketing,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/strategy/objective_strategist
people_comp_benchmarker,Compensation Benchmarker,people_ops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/people_ops/people_comp_benchmarker
anthropic_official/internal-comms,internal-comms,anthropic_official,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/anthropic_official/internal-comms
cs_sentiment_analyzer,Customer Sentiment Analyzer,customer_success,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/customer_success/sentiment_analyzer
cs_time_to_impact,Time to Impact Calculator,customer_success,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/customer_success/time_to_impact
cs_advocacy_identifier,Advocacy Identifier,customer_success,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/customer_success/advocacy_identifier
customer_success/feedback_collection,Feedback Collection,customer_success,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/customer_success/feedback_collection
cs_product_adoption_guidance,Product Adoption Coach,customer_success,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/customer_success/product_adoption_guidance
cs_outcome_tracker,Business Outcome Tracker,customer_success,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/customer_success/outcome_tracker
cs_success_plan_generator,Success Plan Architect,customer_success,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/customer_success/success_plan_generator
community_contributor_tracker,Open Source Contributor Tracker,community,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/community/community_contributor_tracker
community_ugc_curator,User-Generated Content Curator,community,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/community/community_ugc_curator
community_ambassador_program,Ambassador Program Manager,community,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/community/community_ambassador_program
community_case_study_finder,Case Study Candidate Finder,community,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/community/community_case_study_finder
ai_response_suggester,Response Suggestion Engine,ai_ops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ai_ops/ai_response_suggester
ai_translation_localizer,Translation & Localization Engine,ai_ops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ai_ops/ai_translation_localizer
ai_intent_classifier,Intent Classification Engine,ai_ops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ai_ops/ai_intent_classifier
ai_conversation_intelligence,Conversation Intelligence,ai_ops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ai_ops/conversation_intelligence
ai_predictive_lead_scoring,Predictive Lead Scoring,ai_ops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ai_ops/predictive_lead_scoring
ai_content_generator,Dynamic Content Generator,ai_ops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ai_ops/ai_content_generator
revops_territory_planner,Territory Planning Engine,revops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/revops/territory_planner
revops_forecast_intelligence,Forecast Intelligence,revops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/revops/forecast_intelligence
revops_sales_content_recommender,Sales Content Recommender,revops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/revops/sales_content_recommender
revops_data_enrichment,Data Enrichment Pipeline,revops,Phase 1,105,High,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/revops/data_enrichment
revops_handoff_orchestration,Handoff Orchestration,revops,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/revops/handoff_orchestration
mon_entitlement_manager,Entitlement Manager,monetization,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/monetization/entitlement_manager
mon_consumption_analyzer,Consumption Pattern Analyzer,monetization,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/monetization/consumption_analyzer
superpowers/using-superpowers,using-superpowers,superpowers,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/superpowers/using-superpowers
boyce_plg_business_case,PLG Business Case Builder,plg_frameworks,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/plg_frameworks/boyce/plg_business_case
plgf_pricing_strategy,Pricing Strategy,plg_frameworks,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/plg_frameworks/plgf_pricing_strategy
scientific/pytorch-lightning,pytorch-lightning,scientific,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/pytorch-lightning
scientific/flowio,flowio,scientific,Phase 1,105,High,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/flowio
